NSAID RA DEC redshift mstars sfr sfr_err rvir log_sSFR color filID filNgal0p5 filNgal1p0
480958 187.932774 26.800199 0.02256 9.79 0.01 1.00 1.27459 -11.72 red 10465 2 3
520574 173.833085 17.408477 0.02724 9.75 0.02 1.00 1.25016 -11.39 red 12768 2 2
610844 168.135145 23.280541 0.02379 10.21 -2696504099330826.50 -99.00 1.56188 nan blue -99 -99 -99
551391 191.735298 25.621633 0.02265 8.69 0.30 0.00 0.85837 -9.22 blue 7520 3 4
481279 189.019975 26.899593 0.02611 10.54 0.37 0.00 2.05056 -10.97 red 11482 9 10
534997 153.020639 17.003159 0.02206 9.61 0.19 0.00 1.18548 -10.34 blue 5117 3 3
519255 173.435986 21.380052 0.02207 10.46 5.60 0.00 1.88561 -9.71 blue -99 -99 -99
481783 192.011317 27.278470 0.02611 9.93 0.00 1.00 1.35559 -13.24 red 14034 2 10
481924 191.485565 27.844626 0.02592 8.75 0.16 0.00 0.87375 -9.54 blue 8988 3 4
611018 175.962272 19.435573 0.02049 9.98 0.88 0.00 1.39074 -10.04 blue -99 -99 -99
481954 192.243532 27.835834 0.02574 9.58 0.01 1.00 1.17153 -11.84 red 8988 3 4
482015 192.972835 27.978022 0.02317 9.24 0.00 1.00 1.03469 -11.66 red 11804 234 429
482022 193.203765 27.401830 0.02578 9.65 0.07 1.00 1.20379 -10.79 red 14034 2 10
600008 165.796582 14.756918 0.02417 10.28 0.41 0.00 1.63686 -10.67 red -99 -99 -99
521160 173.263192 24.403608 0.02350 9.29 0.14 0.00 1.05395 -10.16 blue 5152 5 11
548761 200.565345 21.078314 0.02351 9.26 0.50 0.00 1.04164 -9.56 blue 12040 2 2
521177 173.412518 24.684635 0.02268 10.14 1.00 0.00 1.50113 -10.14 blue 5152 5 11
482638 194.161882 28.081156 0.02705 10.04 0.02 0.00 1.42470 -11.73 red 11804 234 429
482645 194.160021 28.106264 0.02160 9.53 17698856737924.37 -99.00 1.15300 3.71 blue 11804 234 429
482748 194.877702 27.791424 0.02591 10.02 0.02 0.00 1.40904 -11.62 red 11804 234 429
482913 194.312536 26.466333 0.02158 9.40 0.01 0.00 1.09688 -11.33 red 6681 7 9
482989 194.401099 28.233397 0.02275 9.39 72803218229478.70 -99.00 1.09199 4.47 blue 11804 234 429
482997 194.444606 28.140815 0.02139 9.67 24766311226189.63 -99.00 1.21760 3.72 blue 11804 234 429
521680 176.068723 20.216857 0.02245 10.54 0.16 0.00 2.04559 -11.34 red 8972 71 125
549089 202.135543 20.961969 0.01998 8.89 0.40 0.00 0.91965 -9.29 blue 1506 12 14
483025 194.812247 28.251073 0.02480 9.36 1.97 0.00 1.07972 -9.07 blue 11804 234 429
483038 194.326261 27.747394 0.02288 9.44 0.09 0.00 1.11441 -10.50 blue 11804 234 429
483105 194.853874 27.738853 0.02012 10.03 0.05 0.00 1.41977 -11.29 red 11804 234 429
672278 195.026618 28.004120 0.02425 10.25 0.28 0.00 1.59916 -10.80 red 11804 234 429
512433 162.768589 22.099926 0.02539 9.99 0.71 0.00 1.39199 -10.14 blue 7541 3 6
483406 196.033192 27.964969 0.01980 10.09 0.03 0.00 1.46523 -11.63 red 11804 234 429
548233 195.164099 21.691695 0.02231 10.11 0.72 0.00 1.47963 -10.25 blue 2679 11 13
483486 197.010791 27.311213 0.01959 9.41 0.64 0.00 1.10184 -9.60 blue 3005 22 26
483490 197.037946 27.826597 0.02306 10.24 0.04 0.00 1.59876 -11.68 red 13167 7 26
553204 206.431633 23.892265 0.02716 9.13 0.00 0.00 0.99482 -11.67 red 2396 30 43
593151 168.282940 5.072844 0.02705 10.59 4.74 0.00 2.18193 -9.92 blue -99 -99 -99
553443 206.333503 16.353257 0.02219 9.19 0.25 0.00 1.01903 -9.79 blue 45 14 23
483505 197.345331 28.321280 0.01914 9.72 0.05 0.00 1.24126 -11.01 red 3005 22 26
513036 162.479145 18.687573 0.02028 8.71 0.27 0.00 0.86399 -9.28 blue 1325 49 63
522508 176.470961 19.611504 0.02253 10.06 0.00 1.00 1.44256 -13.21 red 8972 71 125
522537 176.200574 19.580935 0.01968 9.94 0.00 1.00 1.36410 -13.03 red 8972 71 125
557027 228.421414 13.809917 0.02195 8.54 0.19 0.00 0.81768 -9.27 blue 11494 2 2
483788 202.407035 26.422636 0.02434 9.13 1.07 0.00 0.99628 -9.10 blue 2396 30 43
484157 203.691274 25.449892 0.02640 9.14 0.02 0.00 0.99962 -10.90 red 9010 4 5
679002 210.177005 14.930825 0.02489 10.28 1.44 0.00 1.64005 -10.13 blue 2193 21 29
684895 230.842271 12.692568 0.02179 9.61 0.17 1.00 1.18614 -10.39 blue 9264 6 6
537741 180.327092 17.533871 0.02313 10.23 0.39 0.00 1.58707 -10.64 red 4429 11 13
550131 182.021060 25.590276 0.02194 10.70 0.50 0.00 2.54752 -11.00 red 4310 4 10
554335 211.209358 16.281684 0.02603 10.21 1.00 0.00 1.56647 -10.21 blue 2193 21 29
627821 182.023126 25.237288 0.02253 10.95 2.86 0.00 4.09794 -10.50 blue 7978 2 8
550190 182.642857 25.427446 0.02193 10.65 0.01 1.00 2.36366 -12.50 red 4310 4 10
550442 184.187381 26.123700 0.02261 8.97 0.00 1.00 0.94196 -11.34 red 8266 3 8
550480 184.589258 25.216769 0.02315 10.64 7.79 0.00 2.31921 -9.74 blue 8266 3 8
523694 178.348503 17.373475 0.02278 9.49 0.41 0.00 1.13585 -9.89 blue 8972 71 125
554398 213.923722 15.066783 0.02666 8.63 0.22 0.00 0.83942 -9.30 blue 12079 3 6
537978 181.789808 16.995590 0.02223 10.64 2.66 0.00 2.34733 -10.22 blue 3682 9 13
523726 178.936470 17.888132 0.02117 10.06 1.15 0.00 1.44590 -10.00 blue 3682 9 13
557971 206.325468 19.557651 0.02212 8.71 0.36 0.00 0.86379 -9.15 blue 45 14 23
538006 182.865531 18.322475 0.02546 9.15 0.14 0.00 1.00070 -10.01 blue 13022 2 2
538191 185.249809 17.023378 0.02598 8.92 0.34 0.00 0.92591 -9.39 blue 5061 10 16
523852 178.706669 22.102954 0.02354 9.57 0.53 0.00 1.16660 -9.84 blue 6600 3 5
553887 208.498086 17.157352 0.02167 9.57 0.55 0.00 1.16880 -9.83 blue 328 29 40
538669 187.709499 18.145650 0.02310 8.72 0.21 0.00 0.86613 -9.40 blue 9784 3 5
558444 208.984994 18.725592 0.02714 9.26 0.01 1.00 1.03984 -11.48 red 5 18 25
558584 210.563171 17.652316 0.02738 9.89 0.73 0.00 1.33094 -10.03 blue 1335 9 13
550300 183.816241 23.958150 0.02227 10.57 0.20 0.00 2.12474 -11.26 red 7229 5 15
599734 154.865276 13.458224 0.02326 9.56 1.44 0.00 1.16513 -9.40 blue -99 -99 -99
524756 178.423675 20.882499 0.02320 10.97 1.21 0.00 4.19624 -10.88 red 9213 59 98
524779 178.271748 20.583020 0.02227 9.46 0.00 1.00 1.12215 -12.73 red 9213 59 98
515401 166.756137 22.296781 0.02239 9.64 0.01 1.00 1.20088 -11.51 red 2340 5 13
515464 167.326789 22.503061 0.02161 8.53 0.33 0.00 0.81499 -9.02 blue 2340 5 13
524846 179.225312 20.964001 0.02197 9.06 0.19 0.00 0.97404 -9.78 blue 9213 59 98
550579 186.966450 24.942193 0.02279 10.12 0.00 1.00 1.48603 -12.51 red 10465 2 3
551954 196.361827 25.191049 0.02371 9.58 0.27 0.00 1.17032 -10.15 blue 4182 10 12
551970 196.436001 25.385105 0.02456 9.55 0.30 0.00 1.15705 -10.07 blue 4182 10 12
558980 212.021716 17.126379 0.02024 9.25 0.30 0.00 1.03958 -9.77 blue 328 29 40
551971 196.494607 25.465702 0.02177 9.86 0.61 0.00 1.31361 -10.07 blue 5796 3 6
552205 197.695823 25.078937 0.02348 8.75 0.09 0.00 0.87374 -9.77 blue 4182 10 12
600294 180.015485 9.650127 0.02316 9.76 -2175371421053327.25 -99.00 1.25831 nan blue -99 -99 -99
602332 145.510998 48.092511 0.02611 9.58 0.94 0.00 1.17317 -9.61 blue -99 -99 -99
594673 235.109821 34.926662 0.02170 10.04 0.92 0.00 1.42905 -10.07 blue -99 -99 -99
602504 145.248951 21.192937 0.02535 10.65 -2600110809529145.50 -99.00 2.35276 nan blue -99 -99 -99
602516 147.887005 23.810676 0.01937 9.90 0.84 0.00 1.33918 -9.97 blue -99 -99 -99
557404 231.260702 12.853217 0.02317 8.78 0.34 0.00 0.88380 -9.24 blue 10980 3 3
540428 199.886585 16.644514 0.02317 9.88 0.52 0.00 1.32555 -10.17 blue 11751 2 2
516747 168.771809 22.191277 0.02145 9.58 0.01 1.00 1.17177 -11.66 red 4691 4 7
540647 198.539419 17.367307 0.02353 10.26 0.00 1.00 1.61346 -13.00 red 9105 4 6
558067 207.323837 18.752459 0.02624 9.82 1.25 0.00 1.28748 -9.72 blue 3709 24 39
600752 198.487217 13.807724 0.02540 10.32 -2593502210931025.00 -99.00 1.67755 nan blue -99 -99 -99
541129 202.220653 15.992875 0.02275 7.74 0.18 0.00 0.62642 -8.47 blue -99 -99 -99
517127 169.650857 24.867472 0.02503 10.52 0.50 0.00 2.00733 -10.82 red 6466 39 55
558246 208.855339 17.528286 0.02209 8.74 0.01 1.00 0.87394 -10.96 red 328 29 40
517478 170.966015 19.297366 0.02157 8.64 0.10 0.00 0.84427 -9.66 blue 1325 49 63
554314 211.175474 16.576664 0.02661 9.10 0.19 0.00 0.98461 -9.81 blue 2193 21 29
554598 212.116869 16.069531 0.02660 10.14 0.00 1.00 1.49841 -13.03 red 2193 21 29
541872 180.532856 20.494327 0.02169 9.16 0.00 1.00 1.00711 -11.92 red 11332 75 139
554117 210.663419 15.552494 0.02601 8.85 0.30 0.00 0.90343 -9.37 blue 2193 21 29
541907 181.006126 20.232305 0.02445 11.16 1.23 0.00 6.15232 -11.07 red 11332 75 139
518342 170.493301 24.786724 0.02450 10.30 0.96 0.00 1.65784 -10.32 blue 6466 39 55
630815 208.744742 21.803425 0.02776 10.10 0.06 1.00 1.46909 -11.36 red 3471 45 68
563112 210.673594 19.930216 0.02749 9.03 0.43 0.00 0.95919 -9.40 blue 8466 2 2
518884 173.193369 20.075342 0.02041 8.72 0.09 0.00 0.86849 -9.77 blue 5482 2 6
491099 137.269729 20.097305 0.02763 10.56 0.68 0.00 2.09294 -10.73 red 5039 5 9
491523 138.524314 21.712051 0.02734 8.80 0.06 0.00 0.88789 -10.01 blue 9012 3 5
543250 190.618858 19.466268 0.02773 9.07 0.44 0.00 0.97404 -9.43 blue 5061 10 16
492195 145.242330 21.130002 0.02211 8.95 0.03 1.00 0.93565 -10.51 red 261 22 30
520211 174.291012 20.025309 0.02022 9.08 0.29 0.00 0.97927 -9.61 blue 1121 40 46
520646 175.355723 17.425620 0.02085 8.82 0.40 0.00 0.89661 -9.22 blue 1121 40 46
557469 233.676495 10.897661 0.02276 9.33 0.01 1.00 1.06756 -11.17 red 10980 3 3
520912 173.372895 22.111518 0.02194 8.43 0.20 0.00 0.78815 -9.13 blue 8972 71 125
521319 176.422382 19.267398 0.02192 9.63 0.00 1.00 1.19678 -12.52 red 8972 71 125
521332 176.167054 19.210774 0.01950 9.20 59071355057278.48 -99.00 1.02113 4.58 blue 8972 71 125
521340 176.294490 19.533172 0.02147 10.02 0.04 1.00 1.41239 -11.44 red 8972 71 125
562435 231.723095 15.298252 0.02525 10.47 1.50 0.00 1.89847 -10.29 blue 12455 5 5
669400 190.150940 26.504548 0.02201 10.28 0.15 0.00 1.64083 -11.11 red -99 -99 -99
521516 174.660509 20.404608 0.02543 9.10 0.01 0.00 0.98376 -11.01 red 1325 49 63
521534 174.908133 20.454698 0.02315 10.85 0.34 0.00 3.35623 -11.32 red 8972 71 125
521580 175.963884 19.862105 0.02314 9.49 0.04 0.00 1.13519 -10.90 red 8972 71 125
558030 207.058838 19.734865 0.02704 10.06 0.00 1.00 1.43925 -12.70 red 3709 24 39
522497 176.492953 19.649732 0.02131 9.19 24692088225134.86 -99.00 1.01815 4.20 blue 8972 71 125
522661 176.928679 20.975359 0.02418 8.83 0.24 0.00 0.89789 -9.46 blue 6600 3 5
522691 176.218443 20.188089 0.02415 8.92 0.12 0.00 0.92652 -9.83 blue 8972 71 125
522798 178.257688 24.830456 0.02273 9.65 0.66 0.00 1.20345 -9.83 blue 6338 16 23
494593 148.171157 27.868284 0.01989 8.51 0.19 0.00 0.80883 -9.23 blue 5253 4 5
556995 227.847461 13.345287 0.02249 9.48 0.27 0.00 1.12990 -10.05 blue 11494 2 2
611373 183.902828 28.991148 0.02655 10.00 0.97 0.00 1.39713 -10.01 blue -99 -99 -99
523265 175.805022 22.006515 0.02274 8.60 0.11 0.00 0.83350 -9.55 blue 9213 59 98
603024 175.837765 20.263311 0.02261 9.84 0.02 0.00 1.30399 -11.62 red -99 -99 -99
523438 178.129230 23.195948 0.02625 8.80 0.06 0.00 0.88930 -10.05 blue 2752 7 16
545693 205.866856 17.946700 0.02743 9.87 0.89 0.00 1.31783 -9.92 blue 6811 9 14
523444 178.253950 23.039880 0.02258 9.36 0.42 0.00 1.08160 -9.74 blue 6338 16 23
557848 207.091671 18.097863 0.02623 9.40 0.50 0.00 1.09629 -9.70 blue 3709 24 39
546074 181.163480 21.242032 0.02172 8.68 0.01 1.00 0.85661 -10.65 red 15410 7 17
546088 180.701662 21.145509 0.02339 10.11 0.01 1.00 1.47685 -12.13 red 15410 7 17
524260 178.559651 24.262654 0.02334 8.98 0.44 0.00 0.94452 -9.33 blue 6600 3 5
546687 183.109532 23.728421 0.02497 9.91 0.00 1.00 1.33938 -12.77 red 4869 19 32
524715 177.198595 20.166829 0.02015 9.36 0.00 1.00 1.08068 -12.31 red 5114 3 6
612291 183.403569 46.493929 0.02573 10.65 2.82 0.00 2.36497 -10.20 blue -99 -99 -99
546891 183.238116 21.426955 0.02373 10.28 0.00 1.00 1.63854 -12.69 red 4869 19 32
546900 183.326084 21.634309 0.02436 11.05 3.46 0.00 4.98021 -10.51 red 4869 19 32
558857 213.634507 17.983157 0.02435 8.56 0.40 1.00 0.82136 -8.96 blue 8992 4 7
497176 157.874917 24.869422 0.02084 11.05 2.63 0.00 5.02236 -10.64 red 1817 18 27
561373 223.832582 16.506089 0.02067 10.50 0.44 0.00 1.96337 -10.85 red 2627 10 12
561520 227.103210 15.400243 0.02746 9.12 0.64 0.00 0.99071 -9.32 blue 2700 20 25
533087 145.415125 15.179581 0.02586 9.43 34648689933826.78 -99.00 1.10538 4.11 blue 7027 5 10
548451 198.605695 21.586983 0.02256 9.62 0.44 0.00 1.18974 -9.97 blue 7349 6 8
534294 150.682389 16.462197 0.02645 10.11 0.28 0.00 1.47500 -10.65 red 3451 7 14
548617 199.259996 23.292330 0.02403 9.30 0.59 0.00 1.05544 -9.52 blue 4414 3 5
549075 202.539968 21.311769 0.01915 8.61 0.29 0.00 0.83677 -9.15 blue 1506 12 14
534414 150.012802 17.588623 0.02573 9.33 0.06 1.00 1.06858 -10.57 red 3451 7 14
498865 162.098412 26.412797 0.02096 9.54 0.72 0.00 1.15598 -9.68 blue 6884 23 48
549248 206.102210 20.409554 0.02698 10.72 0.59 0.00 2.62344 -10.95 red 3709 24 39
534552 151.911832 17.100572 0.02662 10.33 0.11 1.00 1.69165 -11.28 red 3451 7 14
499025 162.034106 28.386101 0.02081 9.10 0.15 0.00 0.98605 -9.93 blue 2088 6 8
599902 162.835161 16.831928 0.02161 9.87 0.41 0.00 1.32246 -10.26 blue -99 -99 -99
561900 228.169698 14.998642 0.02163 8.75 0.13 0.00 0.87536 -9.65 blue 2627 10 12
550310 183.799265 23.985588 0.02295 9.01 0.11 0.00 0.95453 -9.97 blue 7229 5 15
550609 185.682343 24.820524 0.02254 9.62 0.01 1.00 1.19033 -11.53 red 10465 2 3
499737 145.139254 20.586035 0.02549 8.70 0.01 1.00 0.85995 -10.94 red 3720 7 7
562178 231.033899 13.593621 0.02214 10.08 1.29 0.00 1.45985 -9.97 blue 10980 3 3
563022 208.045886 21.689405 0.02673 9.92 0.20 0.00 1.34619 -10.61 red 3471 45 68
563060 208.334081 21.884760 0.02704 9.81 0.38 0.00 1.28092 -10.23 blue 3471 45 68
500133 149.149779 20.645641 0.02520 10.70 0.00 1.00 2.53677 -13.82 red 12011 3 6
551597 192.525079 25.022216 0.02151 9.81 1.48 0.00 1.28552 -9.64 blue 4511 4 4
565119 220.051930 18.943266 0.02144 9.70 0.75 0.00 1.23094 -9.83 blue 2627 10 12
551749 195.726802 23.657157 0.02478 10.40 0.33 0.00 1.78688 -10.89 red 14133 2 2
537092 159.149086 18.197939 0.02055 9.47 0.40 0.00 1.12844 -9.87 blue 847 6 6
552911 204.348984 24.619554 0.02663 9.30 0.15 0.00 1.05626 -10.14 blue 9010 4 5
552934 206.651338 22.585569 0.02718 9.37 0.14 0.00 1.08157 -10.22 blue 13597 2 2
552977 206.049621 22.437562 0.02768 9.12 0.19 0.00 0.99092 -9.84 blue 3471 45 68
502121 148.162226 19.381085 0.02587 9.07 0.10 0.00 0.97453 -10.07 blue 12011 3 6
502223 149.760716 18.192879 0.02573 10.28 0.13 0.00 1.63345 -11.16 red 3451 7 14
537745 180.529629 17.767715 0.02329 9.20 19817757165819.74 -99.00 1.02150 4.10 blue 4429 11 13
567692 208.221798 22.535176 0.02765 9.11 0.62 0.00 0.98534 -9.31 blue 3471 45 68
532922 143.689772 13.816014 0.02567 10.07 0.01 1.00 1.44633 -12.10 red 7027 5 10
577063 148.672465 46.371375 0.02544 10.14 1.35 0.00 1.50089 -10.01 blue 6526 3 4
565778 221.995651 17.403119 0.02063 9.26 0.67 0.00 1.04517 -9.44 blue 2627 10 12
554648 213.203799 15.737273 0.02268 9.64 1.12 0.00 1.20166 -9.59 blue 8203 4 8
573960 163.056371 8.853123 0.02190 9.51 0.00 1.00 1.14074 -12.69 red 10445 28 44
574013 162.466840 8.728220 0.02313 8.69 0.12 0.00 0.85780 -9.60 blue 10445 28 44
577478 241.857227 19.549629 0.02602 10.12 0.76 0.00 1.48848 -10.25 blue 1238 7 10
538440 187.677539 16.420634 0.02312 9.04 0.13 0.00 0.96446 -9.91 blue 12908 2 2
575559 230.111333 1.633669 0.02560 9.54 0.09 1.00 1.15468 -10.59 red 10866 7 7
538860 188.695434 16.877657 0.02590 9.32 0.35 0.00 1.06430 -9.78 blue 5061 10 16
534975 153.274311 17.043714 0.02203 9.66 0.31 0.00 1.21227 -10.17 blue 5117 3 3
536599 155.893610 17.975597 0.02738 9.26 0.01 1.00 1.04000 -11.31 red 3451 7 14
536730 158.395030 17.740726 0.02065 9.52 0.07 0.00 1.14780 -10.69 red -99 -99 -99
578627 258.205327 35.558378 0.02691 9.41 0.27 0.00 1.09921 -9.98 blue 2779 27 33
558473 209.175596 18.577070 0.02645 10.01 0.01 1.00 1.40235 -12.00 red 5 18 25
664861 180.147797 18.019894 0.02351 9.77 2.33 0.00 1.26602 -9.41 blue 4429 11 13
537844 184.652140 16.974226 0.02285 9.09 0.24 0.00 0.98130 -9.71 blue 8952 2 5
537884 183.909325 16.835857 0.02568 10.42 2.37 0.00 1.81787 -10.05 blue 5146 3 4
540571 197.663705 17.436510 0.02334 9.00 0.01 1.00 0.95255 -10.93 red 9105 4 6
558696 210.471920 18.863184 0.02712 9.42 0.78 0.00 1.10435 -9.53 blue 1335 9 13
537933 183.060985 17.282722 0.02565 9.85 0.29 0.00 1.30426 -10.39 blue 4869 19 32
538206 185.159076 17.045090 0.02551 9.53 0.18 0.00 1.14793 -10.28 blue 5061 10 16
539477 192.979402 16.282826 0.02159 10.55 3.96 0.00 2.07862 -9.95 blue 1488 13 18
541890 180.929785 20.308715 0.02595 9.14 29753882715207.79 -99.00 0.99724 4.34 blue 11332 75 139
541975 181.535992 20.693023 0.02388 9.23 0.58 0.00 1.03033 -9.47 blue 11332 75 139
542016 182.837741 18.599765 0.02533 9.46 0.41 0.00 1.12162 -9.85 blue 13022 2 2
539635 190.908030 17.932976 0.02628 8.67 0.18 0.00 0.85084 -9.42 blue 5061 10 16
591789 137.124538 35.615030 0.02390 10.40 2.33 0.00 1.78505 -10.03 blue -99 -99 -99
561527 226.689417 14.504125 0.02091 8.43 0.22 0.00 0.78799 -9.09 blue 6573 8 14
575432 238.628492 5.002852 0.02566 10.52 0.18 0.00 1.99421 -11.26 red 1812 4 4
562313 229.548428 14.599386 0.02270 9.60 0.97 0.00 1.18042 -9.61 blue 11494 2 2
576055 230.116266 1.649401 0.02582 9.02 0.06 1.00 0.95776 -10.26 blue 10866 7 7
541908 181.050629 20.173546 0.02164 9.83 0.00 1.00 1.29862 -12.68 red 11332 75 139
541928 181.403111 20.477356 0.02342 9.70 0.68 0.00 1.22913 -9.87 blue 11332 75 139
542075 181.960886 19.767524 0.02470 9.60 2.83 0.00 1.18114 -9.15 blue 4429 11 13
563039 208.200793 21.579504 0.02618 10.39 0.00 1.00 1.77147 -12.81 red 3471 45 68
563470 210.279678 21.242930 0.02775 8.81 2.07 0.00 0.89154 -8.50 blue 3471 45 68
563474 210.312253 21.370419 0.02766 9.04 0.12 0.00 0.96285 -9.95 blue -99 -99 -99
573993 162.852671 8.557432 0.02315 9.92 0.00 1.00 1.34836 -12.31 red 10445 28 44
611008 176.515220 19.786932 0.02392 9.81 -2397625884378491.00 -99.00 1.28671 nan blue -99 -99 -99
563918 212.394885 20.523301 0.02188 8.84 0.01 1.00 0.90315 -10.91 red 328 29 40
545509 203.263472 18.609659 0.02585 9.04 0.43 0.00 0.96522 -9.41 blue 6811 9 14
545697 206.016704 18.225275 0.02719 9.47 0.25 0.00 1.12257 -10.08 blue 6811 9 14
578343 256.564694 37.785219 0.02305 9.95 0.77 0.00 1.36885 -10.07 blue 8394 5 9
578391 258.147221 34.692471 0.02550 10.12 1.79 0.00 1.48483 -9.87 blue 2779 27 33
630497 204.550830 18.391330 0.02669 10.41 3.54 0.00 1.80019 -9.86 blue 6811 9 14
511789 161.466779 16.930422 0.02174 10.36 1.98 0.00 1.73683 -10.07 blue 438 33 44
512110 162.296353 15.978978 0.02229 9.09 0.05 0.00 0.98193 -10.38 blue 438 33 44
546162 180.275188 21.374860 0.02583 9.32 0.01 1.00 1.06549 -11.17 red 11165 3 4
512331 161.343559 16.329587 0.01932 9.77 1.92 0.00 1.26963 -9.49 blue 1325 49 63
575385 237.637953 5.130956 0.02596 9.55 0.03 1.00 1.15663 -11.05 red -2147483648 -99 -99
546955 183.988346 23.868101 0.02266 9.70 0.00 1.00 1.23063 -12.48 red 7229 5 15
545276 200.709322 19.690935 0.02243 10.01 0.45 0.00 1.40590 -10.36 blue 5224 7 10
547269 185.939711 22.884818 0.02228 9.28 1.04 0.00 1.05125 -9.26 blue 6283 2 7
566505 225.721743 16.919014 0.02081 10.82 3.27 0.00 3.17964 -10.31 blue 2627 10 12
514372 164.926638 23.387935 0.02119 9.63 1.00 0.00 1.19620 -9.63 blue 7964 17 25
546131 180.854759 22.202628 0.02122 8.68 0.03 1.00 0.85684 -10.14 blue 9213 59 98
665213 180.933887 23.706495 0.02572 10.05 2.27 0.00 1.43644 -9.70 blue 11165 3 4
546327 181.219648 22.614542 0.02542 8.95 0.07 0.00 0.93512 -10.09 blue 11165 3 4
546369 181.993193 22.795677 0.02169 10.34 0.01 1.00 1.71427 -12.37 red 7229 5 15
514624 165.864170 24.911396 0.02083 8.91 0.22 0.00 0.92618 -9.58 blue 7964 17 25
514827 164.583487 16.156976 0.02142 8.84 0.20 0.00 0.90345 -9.55 blue 438 33 44
515384 166.330617 22.100557 0.02679 10.34 0.01 1.00 1.70660 -12.64 red 7541 3 6
515500 166.974385 22.875023 0.02198 8.83 0.00 1.00 0.90076 -11.27 red 2340 5 13
578215 257.427433 36.414952 0.02767 10.11 3.39 0.00 1.47887 -9.58 blue 2779 27 33
548383 199.136106 21.116441 0.02216 9.08 0.43 0.00 0.97964 -9.45 blue 5224 7 10
549861 181.550154 25.486867 0.02114 9.69 0.00 1.00 1.22485 -12.67 red 4989 8 11
549881 181.945772 25.264177 0.02163 9.16 0.00 1.00 1.00658 -12.83 red 4310 4 10
612941 219.638675 50.815232 0.02595 10.98 6.91 0.00 4.33563 -10.14 blue -99 -99 -99
517128 169.728513 24.826106 0.02690 8.73 0.07 0.00 0.86741 -9.87 blue 6466 39 55
548731 200.679470 21.748793 0.02249 9.07 0.00 1.00 0.97455 -12.16 red 12040 2 2
517145 170.264719 24.771841 0.02500 9.31 0.37 0.00 1.06116 -9.74 blue 6466 39 55
548867 199.878642 22.315833 0.02288 9.06 0.96 0.00 0.97202 -9.08 blue 7349 6 8
550306 183.819330 24.037284 0.02319 9.66 0.00 1.00 1.20818 -13.10 red 7229 5 15
550342 183.769416 23.933423 0.02242 9.27 0.01 0.00 1.04794 -11.16 red 7229 5 15
550505 184.875149 25.742604 0.02474 9.23 2.16 0.00 1.02913 -8.89 blue 8266 3 8
550587 185.796120 23.977352 0.02450 8.98 0.37 0.00 0.94387 -9.41 blue 11482 9 10
612920 238.932220 49.535021 0.01922 10.03 1.46 0.00 1.42415 -9.87 blue -99 -99 -99
580518 124.081460 41.716239 0.02487 10.34 0.55 0.00 1.70621 -10.60 red -99 -99 -99
613182 195.544983 50.294861 0.02342 10.10 1.40 0.00 1.47251 -9.95 blue -99 -99 -99
667221 185.272904 61.087312 0.02028 10.29 2.67 0.00 1.65516 -9.87 blue -99 -99 -99
550188 182.706409 25.583770 0.02079 8.43 0.26 0.00 0.78646 -9.02 blue 4310 4 10
550277 184.858356 25.038207 0.02240 10.11 0.01 1.00 1.48090 -12.00 red 10465 2 3
552958 206.400825 22.995029 0.02675 9.99 0.92 0.00 1.39048 -10.03 blue 13597 2 2
550510 185.219497 25.429677 0.02405 9.81 0.01 1.00 1.28645 -11.73 red 10465 2 3
677273 206.373262 16.304198 0.02213 9.99 0.55 0.00 1.39527 -10.25 blue 45 14 23
694164 209.731105 15.635761 0.02547 10.21 2.45 0.00 1.56350 -9.82 blue 2193 21 29
519723 171.438937 24.140017 0.02374 10.51 4.79 0.00 1.97898 -9.83 blue 6466 39 55
554465 212.477640 15.176740 0.02614 10.81 1.93 0.00 3.12023 -10.53 red 2193 21 29
554476 212.297948 14.909565 0.02304 8.83 0.31 0.00 0.90002 -9.35 blue 8203 4 8
554536 211.752768 14.881284 0.02597 10.23 0.25 0.00 1.58088 -10.84 red 2193 21 29
520193 173.796469 20.513798 0.02236 8.76 0.21 0.00 0.87979 -9.45 blue 1121 40 46
598797 220.515227 39.985657 0.02556 10.17 4.48 0.00 1.52770 -9.52 blue -99 -99 -99
520229 174.503217 20.242841 0.02525 9.38 0.24 0.00 1.08938 -10.00 blue 1325 49 63
598938 247.684865 39.633341 0.02601 10.37 0.11 0.00 1.74300 -11.35 red -99 -99 -99
553057 204.845407 23.560696 0.02589 8.91 0.03 0.00 0.92373 -10.44 blue 9010 4 5
610691 178.154910 23.548254 0.02202 9.81 0.40 0.00 1.28656 -10.20 blue -99 -99 -99
572841 186.727160 5.474331 0.02552 9.31 0.32 0.00 1.06087 -9.81 blue 3991 11 21
554173 209.726334 14.933246 0.02326 8.57 0.09 0.00 0.82364 -9.59 blue 9050 14 19
554350 211.267504 16.582089 0.02634 10.84 0.69 0.00 3.28310 -11.00 red 2193 21 29
679846 212.384870 14.831817 0.02578 10.97 3.80 0.00 4.20109 -10.39 blue 2193 21 29
573710 162.783910 9.025442 0.02268 9.07 0.00 1.00 0.97477 -11.62 red 10445 28 44
556027 222.039569 14.133735 0.02162 9.49 1.00 0.00 1.13506 -9.49 blue 6573 8 14
521298 175.663472 18.344635 0.02428 9.47 0.00 1.00 1.12608 -12.34 red 6196 2 3
627237 176.058076 19.336267 0.01936 8.86 0.51 0.00 0.90937 -9.15 blue 8972 71 125
